Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,Profit,implied_base_sales,cost,capped_sales,capped_profit,profit_delta
Standard Class,Corporate,United States,Columbia,Tennessee,38401,South,Furniture,Tables,1875.258,7,0.4,-968.8833,3125.4300000000003,2844.1413000000002,2500.3440000000005,-343.7972999999997,625.0860000000002
Same Day,Consumer,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,13.428,3,0.7,-11.19,44.76,24.618000000000002,35.808,11.189999999999998,22.379999999999995
Standard Class,Home Office,United States,Columbia,Tennessee,38401,South,Office Supplies,Binders,18.24,2,0.7,-14.592,60.79999999999998,32.832,48.639999999999986,15.807999999999986,30.399999999999984
Second Class,Corporate,United States,Franklin,Tennessee,37064,South,Furniture,Tables,79.974,3,0.4,-29.3238,133.29000000000002,109.2978,106.63200000000002,-2.665799999999976,26.658000000000023
Second Class,Corporate,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,2.946,2,0.7,-2.0622,9.819999999999999,5.0082,7.855999999999999,2.8477999999999986,4.909999999999998
Standard Class,Home Office,United States,Franklin,Tennessee,37064,South,Office Supplies,Binders,3.204,2,0.7,-2.5632,10.68,5.767200000000001,8.544,2.7767999999999997,5.34
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,4.338,3,0.7,-3.0366,14.459999999999997,7.3746,11.567999999999998,4.193399999999998,7.229999999999998
Standard Class,Home Office,United States,Hendersonville,Tennessee,37075,South,Office Supplies,Binders,11.88,5,0.7,-7.92,39.599999999999994,19.8,31.679999999999996,11.879999999999995,19.799999999999997
Standard Class,Consumer,United States,Jackson,Tennessee,38301,South,Furniture,Tables,934.956,6,0.4,-249.3216,1558.26,1184.2776,1246.6080000000002,62.33040000000028,311.65200000000027
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,2.508,2,0.7,-1.8392,8.36,4.3472,6.688,2.3407999999999998,4.18
Standard Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,5.97,5,0.7,-4.577,19.899999999999995,10.547,15.919999999999996,5.372999999999996,9.949999999999996
Second Class,Consumer,United States,Johnson City,Tennessee,37604,South,Office Supplies,Binders,86.058,7,0.7,-63.1092,286.85999999999996,149.1672,229.48799999999997,80.32079999999996,143.42999999999995
First Class,Corporate,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,328.59,3,0.4,-147.8655,547.65,476.4555,438.12,-38.33549999999997,109.53000000000003
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Furniture,Tables,2314.116,7,0.4,-1002.7836,3856.86,3316.8995999999997,3085.4880000000003,-231.41159999999945,771.3720000000005
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,27.36,3,0.7,-21.888,91.19999999999999,49.248000000000005,72.96,23.71199999999999,45.599999999999994
First Class,Home Office,United States,Knoxville,Tennessee,37918,South,Office Supplies,Binders,34.236,4,0.7,-26.2476,114.11999999999998,60.483599999999996,91.29599999999999,30.812399999999997,57.059999999999995
Second Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,189.882,3,0.4,-94.941,316.47,284.823,253.17600000000004,-31.646999999999935,63.29400000000007
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Furniture,Tables,370.62,3,0.4,-142.071,617.7,512.691,494.1600000000001,-18.53099999999995,123.54000000000005
First Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,2.742,2,0.7,-2.0108,9.139999999999999,4.752800000000001,7.311999999999999,2.559199999999999,4.5699999999999985
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,2.946,2,0.7,-2.0622,9.819999999999999,5.0082,7.855999999999999,2.8477999999999986,4.909999999999998
Standard Class,Corporate,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,11.673,3,0.7,-7.782,38.91,19.455,31.128,11.673000000000002,19.455000000000002
Standard Class,Consumer,United States,Memphis,Tennessee,38109,South,Office Supplies,Binders,1614.582,6,0.7,-1237.8462,5381.94,2852.4282000000003,4305.552,1453.1237999999994,2690.9699999999993
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,2.469,1,0.7,-1.8106,8.229999999999999,4.2796,6.584,2.3043999999999993,4.114999999999999
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,3.264,2,0.7,-2.2848,10.879999999999997,5.5488,8.703999999999999,3.155199999999999,5.4399999999999995
Standard Class,Corporate,United States,Murfreesboro,Tennessee,37130,South,Office Supplies,Binders,6.336,4,0.7,-4.6464,21.119999999999997,10.9824,16.895999999999997,5.913599999999997,10.559999999999997
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Furniture,Tables,120.96,2,0.4,-28.224,201.6,149.184,161.28,12.096000000000004,40.32000000000001
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,11.277,3,0.7,-8.6457,37.58999999999999,19.9227,30.071999999999992,10.149299999999993,18.794999999999995
Standard Class,Corporate,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,31.086,3,0.7,-20.724,103.61999999999998,51.81,82.89599999999999,31.085999999999984,51.80999999999999
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Office Supplies,Binders,1369.764,6,0.7,-913.176,4565.879999999999,2282.94,3652.7039999999997,1369.7639999999997,2282.9399999999996
Standard Class,Consumer,United States,Nashville,Tennessee,37211,South,Technology,Machines,649.0,2,0.5,-272.58,1298.0,921.5799999999999,1038.4,116.82000000000016,389.40000000000015
First Class,Corporate,United States,Smyrna,Tennessee,37167,South,Office Supplies,Binders,6.129,3,0.7,-4.4946,20.429999999999996,10.6236,16.343999999999998,5.720399999999998,10.214999999999998
Standard Class,Corporate,United States,Smyrna,Tennessee,37167,South,Office Supplies,Binders,67.194,1,0.7,-51.5154,223.98,118.7094,179.184,60.474599999999995,111.99
Standard Class,Corporate,United States,Chandler,Arizona,85224,West,Furniture,Tables,73.915,1,0.5,-45.8273,147.83,119.7423,118.26400000000001,-1.4782999999999902,44.34900000000001
Standard Class,Home Office,United States,Gilbert,Arizona,85234,West,Furniture,Tables,386.91,9,0.5,-185.7168,773.82,572.6268,619.056,46.42920000000004,232.14600000000004
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,8.559,1,0.7,-6.5619,28.529999999999994,15.120899999999999,22.823999999999998,7.703099999999999,14.264999999999999
Same Day,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,9.702,3,0.7,-7.1148,32.339999999999996,16.8168,25.872,9.0552,16.169999999999998
Standard Class,Consumer,United States,Glendale,Arizona,85301,West,Office Supplies,Binders,72.588,2,0.7,-48.392,241.95999999999995,120.97999999999999,193.56799999999998,72.588,120.97999999999999
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Bookcases,127.764,6,0.7,-191.646,425.87999999999994,319.40999999999997,340.70399999999995,21.293999999999983,212.93999999999997
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Tables,182.55,2,0.5,-135.087,365.1,317.637,292.08000000000004,-25.55699999999996,109.53000000000003
First Class,Consumer,United States,Mesa,Arizona,85204,West,Furniture,Tables,393.165,3,0.5,-204.4458,786.33,597.6108,629.0640000000001,31.453200000000038,235.89900000000003
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,4.368,7,0.7,-3.3488,14.559999999999999,7.716800000000001,11.648,3.9311999999999987,7.279999999999999
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,6.27,5,0.7,-4.598,20.899999999999995,10.867999999999999,16.719999999999995,5.851999999999997,10.449999999999996
Second Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,20.724,2,0.7,-15.1976,69.07999999999998,35.9216,55.26399999999999,19.34239999999999,34.53999999999999
Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,72.588,2,0.7,-48.392,241.95999999999995,120.97999999999999,193.56799999999998,72.588,120.97999999999999
Standard Class,Corporate,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,77.031,9,0.7,-59.0571,256.77,136.0881,205.416,69.3279,128.385
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,4.536,7,0.7,-3.3264,15.119999999999996,7.862399999999999,12.095999999999997,4.233599999999997,7.559999999999997
Standard Class,Home Office,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,9.156,2,0.7,-6.104,30.519999999999996,15.260000000000002,24.415999999999997,9.155999999999995,15.259999999999994
Same Day,Consumer,United States,Peoria,Arizona,85345,West,Office Supplies,Binders,67.86,6,0.7,-45.24,226.19999999999996,113.1,180.95999999999998,67.85999999999999,113.1
First Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Bookcases,209.979,7,0.7,-356.9643,699.93,566.9433,559.944,-6.999300000000062,349.9649999999999
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Furniture,Tables,35.445,1,0.5,-24.1026,70.89,59.5476,56.712,-2.8355999999999995,21.267
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Tables,393.165,3,0.5,-204.4458,786.33,597.6108,629.0640000000001,31.453200000000038,235.89900000000003
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Furniture,Tables,801.6,5,0.5,-448.896,1603.2,1250.496,1282.5600000000002,32.06400000000008,480.9600000000001
Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Furniture,Tables,1272.63,6,0.5,-814.4832,2545.26,2087.1132000000002,2036.2080000000003,-50.90519999999992,763.5780000000001
First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,2.025,1,0.7,-1.35,6.749999999999999,3.375,5.3999999999999995,2.0249999999999995,3.3749999999999996
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,2.388,2,0.7,-1.8308,7.959999999999998,4.2188,6.3679999999999986,2.1491999999999987,3.9799999999999986
Second Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,4.752,2,0.7,-3.168,15.839999999999996,7.92,12.671999999999997,4.751999999999997,7.919999999999997
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,5.214,2,0.7,-4.1712,17.38,9.385200000000001,13.904,4.518799999999999,8.689999999999998
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,7.656,4,0.7,-6.1248,25.519999999999996,13.7808,20.415999999999997,6.6351999999999975,12.759999999999998
First Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,7.857,3,0.7,-6.0237,26.189999999999998,13.880700000000001,20.951999999999998,7.071299999999997,13.094999999999997
Same Day,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,8.226,3,0.7,-6.0324,27.419999999999998,14.258400000000002,21.936,7.677599999999998,13.709999999999997
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,9.345,5,0.7,-6.5415,31.15,15.886500000000002,24.92,9.0335,15.575
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,13.005,3,0.7,-9.9705,43.349999999999994,22.9755,34.68,11.7045,21.674999999999997
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,18.18,4,0.7,-13.938,60.59999999999999,32.118,48.47999999999999,16.361999999999988,30.29999999999999
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,19.194,7,0.7,-12.796,63.97999999999999,31.99,51.184,19.194,31.99
Standard Class,Home Office,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,28.485,5,0.7,-20.889,94.94999999999999,49.373999999999995,75.96,26.586,47.474999999999994
First Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,54.792,6,0.7,-40.1808,182.64,94.9728,146.112,51.13919999999999,91.32
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,551.985,5,0.7,-459.9875,1839.9499999999998,1011.9725000000001,1471.96,459.98749999999995,919.9749999999999
Standard Class,Consumer,United States,Phoenix,Arizona,85023,West,Office Supplies,Binders,946.764,6,0.7,-694.2936,3155.8799999999997,1641.0576,2524.7039999999997,883.6463999999996,1577.9399999999996
Standard Class,Corporate,United States,Phoenix,Arizona,85023,West,Technology,Machines,269.97,2,0.7,-386.957,899.9,656.927,719.9200000000001,62.99300000000005,449.95000000000005
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Furniture,Bookcases,181.47,5,0.7,-320.597,604.8999999999999,502.067,483.9199999999999,-18.147000000000105,302.4499999999999
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,4.401,3,0.7,-3.5208,14.669999999999996,7.921799999999999,11.735999999999997,3.814199999999998,7.334999999999997
First Class,Consumer,United States,Scottsdale,Arizona,85254,West,Office Supplies,Binders,32.34,10,0.7,-23.716,107.8,56.056000000000004,86.24000000000001,30.184000000000005,53.900000000000006
Same Day,Consumer,United States,Tempe,Arizona,85281,West,Office Supplies,Binders,3.366,3,0.7,-2.244,11.219999999999999,5.61,8.975999999999999,3.3659999999999988,5.609999999999999
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Furniture,Tables,455.97,6,0.5,-218.8656,911.94,674.8356,729.5520000000001,54.716400000000135,273.5820000000001
Standard Class,Home Office,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,4.938,2,0.7,-3.6212,16.459999999999997,8.5592,13.168,4.608799999999999,8.229999999999999
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,5.214,2,0.7,-4.1712,17.38,9.385200000000001,13.904,4.518799999999999,8.689999999999998
Standard Class,Consumer,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,8.16,5,0.7,-5.712,27.199999999999996,13.872,21.759999999999998,7.887999999999998,13.599999999999998
Standard Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,10.44,6,0.7,-7.656,34.79999999999999,18.096,27.839999999999993,9.743999999999993,17.39999999999999
First Class,Corporate,United States,Tucson,Arizona,85705,West,Office Supplies,Binders,38.388,14,0.7,-25.592,127.95999999999998,63.98,102.368,38.388,63.98
First Class,Corporate,United States,Tucson,Arizona,85705,West,Technology,Machines,95.994,2,0.7,-63.996,319.97999999999996,159.99,255.98399999999998,95.99399999999997,159.98999999999998
Same Day,Home Office,United States,Yuma,Arizona,85364,West,Office Supplies,Binders,44.856,6,0.7,-35.8848,149.51999999999998,80.74080000000001,119.61599999999999,38.87519999999998,74.75999999999998
Standard Class,Home Office,United States,Yuma,Arizona,85364,West,Technology,Machines,599.985,5,0.7,-479.988,1999.9499999999998,1079.973,1599.96,519.9870000000001,999.9750000000001
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Furniture,Bookcases,145.764,6,0.7,-247.7988,485.87999999999994,393.56280000000004,388.70399999999995,-4.8588000000000875,242.9399999999999
Standard Class,Corporate,United States,Aurora,Colorado,80013,West,Furniture,Tables,727.45,5,0.5,-465.568,1454.9,1193.018,1163.92,-29.097999999999956,436.47
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,1.08,2,0.7,-0.792,3.5999999999999996,1.872,2.88,1.0079999999999998,1.7999999999999998
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,4.896,3,0.7,-3.4272,16.319999999999997,8.3232,13.055999999999997,4.7327999999999975,8.159999999999997
Second Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,9.612,6,0.7,-7.3692,32.03999999999999,16.9812,25.631999999999994,8.650799999999993,16.019999999999992
Standard Class,Consumer,United States,Aurora,Colorado,80013,West,Office Supplies,Binders,18.882,3,0.7,-13.8468,62.94,32.7288,50.352000000000004,17.623200000000004,31.470000000000006
